Datum;Räntesats %;Medelvärde hittills i år
1992-03-20;9,34;9,49
1992-03-13;9,33;9,5
1992-03-06;9,36;9,52
1992-02-28;9,47;9,53
1992-02-21;9,42;9,54
1992-02-14;9,42;9,56
1992-02-07;9,4;9,58
1992-01-31;9,33;9,62
1992-01-24;9,51;9,69
1992-01-17;9,55;9,75
1992-01-10;9,78;9,85
1992-01-03;9,91;9,91
1991-12-27;9,93;10,72
1991-12-20;9,97;10,74
1991-12-13;10,07;10,75
1991-12-06;9,99;10,76
1991-11-29;9,87;10,78
1991-11-22;9,72;10,8
1991-11-15;9,78;10,82
1991-11-08;9,99;10,85
1991-11-01;10,04;10,87
1991-10-25;10,04;10,89
1991-10-18;9,98;10,91
1991-10-11;9,95;10,93
1991-10-04;9,98;10,95
1991-09-27;9,96;10,98
1991-09-20;10,18;11
1991-09-13;10,33;11,03
1991-09-06;10,5;11,05
1991-08-30;10,51;11,06
1991-08-23;10,65;11,08
1991-08-16;10,65;11,09
1991-08-09;10,69;11,1
1991-08-02;10,68;11,12
1991-07-26;10,58;11,13
1991-07-19;10,54;11,15
1991-07-12;10,67;11,17
1991-07-05;10,64;11,19
1991-06-28;10,66;11,21
1991-06-21;10,65;11,23
1991-06-14;10,59;11,26
1991-06-07;10,43;11,29
1991-05-31;10,47;11,33
1991-05-24;10,58;11,37
1991-05-17;11,05;11,41
1991-05-09;11,12;11,43
1991-05-03;11,25;11,44
1991-04-26;11,37;11,45
1991-04-19;11,37;11,46
1991-04-12;11,4;11,47
1991-04-05;11,4;11,47
1991-03-29;11,43;11,48
1991-03-22;11,44;11,48
1991-03-15;11,27;11,48
1991-03-08;11,21;11,51
1991-03-01;11,05;11,54
1991-02-22;10,95;11,6
1991-02-15;11,25;11,69
1991-02-08;11,24;11,77
1991-02-01;11,44;11,87
1991-01-25;11,64;11,98
1991-01-18;11,99;12,09
1991-01-11;12,15;12,14
1991-01-04;12,13;12,13
1990-12-28;12,24;13,13
1990-12-21;12,16;13,15
1990-12-14;12,23;13,17
1990-12-07;12,56;13,19
1990-11-30;12,66;13,2
1990-11-23;12,77;13,21
1990-11-16;12,86;13,22
1990-11-09;12,97;13,23
1990-11-02;13,25;13,24
1990-10-26;13,22;13,24
1990-10-19;13,35;13,24
1990-10-12;13,15;13,23
1990-10-05;13,31;13,24
1990-09-28;13,38;13,23
1990-09-21;13,26;13,23
1990-09-14;13,38;13,23
1990-09-07;13,41;13,23
1990-08-31;13,47;13,22
1990-08-24;13,48;13,21
1990-08-17;13,19;13,21
1990-08-10;13,03;13,21
1990-08-03;12,82;13,21
1990-07-27;12,82;13,22
1990-07-20;12,79;13,24
1990-07-13;12,87;13,25
1990-07-06;12,73;13,27
1990-06-29;12,61;13,29
1990-06-22;12,84;13,32
1990-06-15;13,04;13,34
1990-06-08;13,13;13,35
1990-06-01;13,11;13,36
1990-05-25;13,07;13,37
1990-05-18;13,28;13,39
1990-05-11;13,49;13,39
1990-05-04;13,68;13,39
1990-04-27;13,62;13,37
1990-04-20;13,66;13,35
1990-04-13;13,55;13,33
1990-04-06;13,7;13,32
1990-03-30;13,76;13,29
1990-03-23;13,8;13,25
1990-03-16;13,75;13,2
1990-03-09;13,66;13,14
1990-03-02;13,67;13,09
1990-02-23;13,54;13,01
1990-02-16;13,04;12,94
1990-02-09;13,04;12,92
1990-02-02;13,04;12,9
1990-01-26;13,04;12,86
1990-01-19;12,9;12,8
1990-01-12;12,78;12,76
1990-01-05;12,73;12,73
1989-12-28;12,5;11,18
1989-12-21;12,48;11,16
1989-12-14;12,5;11,13
1989-12-07;12,7;11,1
1989-11-30;12,63;11,07
1989-11-23;12,48;11,03
1989-11-16;11,94;11
1989-11-09;11,61;10,98
1989-11-02;11,45;10,96
1989-10-26;11,35;10,95
1989-10-19;11,19;10,94
1989-10-12;10,98;10,94
1989-10-05;10,99;10,93
1989-09-28;10,91;10,93
1989-09-21;10,96;10,93
1989-09-14;11,07;10,93
1989-09-07;11,02;10,93
1989-08-31;10,98;10,93
1989-08-24;11,04;10,92
1989-08-17;11,01;10,92
1989-08-10;11,05;10,92
1989-08-03;11,09;10,91
1989-07-27;11,18;10,91
1989-07-20;11,2;10,9
1989-07-13;11,22;10,89
1989-07-06;11,23;10,87
1989-06-29;11,21;10,86
1989-06-22;11,15;10,85
1989-06-15;11,08;10,83
1989-06-08;11,03;10,82
1989-06-01;10,96;10,81
1989-05-25;10,97;10,8
1989-05-18;11,13;10,79
1989-05-11;11,11;10,78
1989-05-04;11,1;10,76
1989-04-27;11,11;10,73
1989-04-20;11,04;10,71
1989-04-13;11,04;10,69
1989-04-06;10,93;10,66
1989-03-30;10,94;10,64
1989-03-23;11,03;10,61
1989-03-16;10,96;10,57
1989-03-09;10,81;10,52
1989-03-02;10,79;10,49
1989-02-23;10,59;10,44
1989-02-16;10,44;10,42
1989-02-09;10,4;10,41
1989-02-02;10,38;10,42
1989-01-26;10,44;10,43
1989-01-19;10,45;10,43
1989-01-12;10,4;10,4
1988-12-30;10,76;11,35
1988-12-23;10,9;11,37
1988-12-16;10,99;11,37
1988-12-09;11,03;11,38
1988-12-02;11,1;11,39
1988-11-25;11,01;11,4
1988-11-18;11,09;11,4
1988-11-11;11,04;11,41
1988-11-04;11,03;11,42
1988-10-28;11,17;11,43
1988-10-21;11,43;11,43
1988-10-14;11,48;11,43
1988-10-07;11,55;11,43
1988-09-30;11,47;11,43
1988-09-23;11,44;11,43
1988-09-16;11,47;11,43
1988-09-09;11,47;11,43
1988-09-02;11,55;11,43
1988-08-26;11,56;11,42
1988-08-19;11,59;11,42
1988-08-12;11,56;11,41
1988-08-05;11,5;11,41
1988-07-29;11,43;11,41
1988-07-22;11,38;11,41
1988-07-15;11,33;11,41
1988-07-08;11,28;11,41
1988-07-01;11,22;11,41
1988-06-24;11,26;11,42
1988-06-17;11,27;11,43
1988-06-10;11,35;11,43
1988-06-03;11,45;11,44
1988-05-27;11,53;11,44
1988-05-20;11,55;11,43
1988-05-13;11,57;11,43
1988-05-06;11,53;11,42
1988-04-29;11,31;11,41
1988-04-22;11,36;11,42
1988-04-15;11,34;11,42
1988-04-08;11,3;11,43
1988-04-01;11,27;11,44
1988-03-25;11,35;11,45
1988-03-18;11,4;11,46
1988-03-11;11,34;11,46
1988-03-04;11,21;11,48
1988-02-26;11,22;11,51
1988-02-19;11,35;11,54
1988-02-12;11,27;11,57
1988-02-05;11,42;11,62
1988-01-29;11,58;11,66
1988-01-22;11,71;11,68
1988-01-15;11,74;11,67
1988-01-08;11,63;11,64
1988-01-01;11,64;11,64
1987-12-25;11,67;11,67
1987-12-18;11,76;11,67
1987-12-11;11,72;11,67
1987-12-04;11,75;11,67
1987-11-27;11,58;11,66
1987-11-20;11,53;11,67
1987-11-13;11,52;11,67
1987-11-06;11,69;11,67
1987-10-30;11,83;11,67
1987-10-23;12,12;11,67
1987-10-16;12,12;11,66
1987-10-09;12,06;11,65
1987-10-02;11,97;11,64
1987-09-25;11,92;11,63
1987-09-18;12,07;11,62
1987-09-11;12,1;11,61
1987-09-04;12,1;11,59
1987-08-28;11,98;11,58
1987-08-21;11,89;11,57
1987-08-14;12,03;11,56
1987-08-07;11,92;11,54
1987-07-31;11,96;11,53
1987-07-24;11,9;11,52
1987-07-17;11,72;11,5
1987-07-10;11,49;11,49
1987-07-03;11,57;11,49
1987-06-26;11,63;11,49
1987-06-19;11,7;11,49
1987-06-12;11,89;11,48
1987-06-05;12,03;11,46
1987-05-29;11,86;11,43
1987-05-22;12,09;11,41
1987-05-15;11,66;11,38
1987-05-08;11,42;11,36
1987-05-01;11,25;11,36
1987-04-24;11,35;11,37
1987-04-17;11,3;11,37
1987-04-10;11,02;11,37
1987-04-03;11,05;11,4
1987-03-27;11,21;11,43
1987-03-20;11,28;11,44
1987-03-13;11,24;11,46
1987-03-06;11,32;11,48
1987-02-27;11,42;11,5
1987-02-20;11,5;11,51
1987-02-13;11,45;11,51
1987-02-06;11,62;11,52
1987-01-30;11,91;11,5
1987-01-23;11,8;11,4
1987-01-16;11,84;11,26
1987-01-09;11,04;10,98
1987-01-02;10,91;10,91
1986-12-19;10,83;10,77
1986-12-12;10,76;10,75
1986-12-05;10,73;10,73
